v_bl,i_bl,v_sl,i_sl,v_wl,i_wl
-0.8005092643936197,-7.957787857949692e-07,-0.0004868870852463803,8.341156742638788e-07,0.39977808436384893,-5.549810694616421e-10
-0.7995461188732309,-3.442141823957367e-07,-0.0006846430548549197,3.704807481816553e-07,0.19974081658358822,7.448519002918585e-10
-0.8000295227085592,-1.0679932835143398e-07,-0.0004777317162834538,1.4186708028622057e-07,9.53981644468997e-05,7.484327073709113e-10
-0.799991070130749,-4.43712974349867e-08,-0.0006168933245259326,6.474715427945066e-08,-0.2007328926251788,-5.585618765406949e-10
-0.7995717539251043,-2.6590110279556955e-08,-0.000474069568697617,4.918586357184669e-08,-0.40106496296217087,7.914023923208481e-10
-0.7992403293258826,-7.622233361685003e-08,-0.0006443594314160445,9.913074146794502e-08,-0.6009887042920138,1.6834196053959957e-10
-0.7998226112184372,-2.676055162400542e-07,-0.0006150622507333473,2.9931072744544784e-07,-0.8007622977358198,1.4144628241033995e-09
