t,i_d
0.0106292,-4.98045100902777e-06
0.0122544,-5.0160687764450704e-06
0.013884700000000002,-4.974634732855462e-06
0.015395500000000001,-5.106747291627166e-06
0.0176994,-4.8406388084659884e-06
0.020728800000000002,-4.80784608947527e-06
0.023720900000000003,-4.690578883219631e-06
0.026713200000000003,-4.824020876545037e-06
0.030709700000000003,-4.570098876792562e-06
0.035685800000000004,-4.386747694597841e-06
0.040678200000000005,-4.3375032230053735e-06
0.046667,-4.156977089237194e-06
0.0536837,-4.354675085990374e-06
0.0616794,-4.394724301919922e-06
0.0706466,-4.061091622053179e-06
0.08163000000000001,-3.9843721696846945e-06
0.0935479,-3.866883391003432e-06
0.1075577,-3.8019072771924256e-06
0.12349650000000001,-3.886049405818943e-06
0.1424636,-3.7429690119793716e-06
0.1633863,-3.7465141707891852e-06
0.1879366,-3.6669696699941183e-06
0.21584340000000002,-3.5206764759831786e-06
0.2478334,-3.531422738625401e-06
0.28573950000000004,-3.3736631715889673e-06
0.3276332,-3.2463698130743157e-06
0.3770138,-3.2702996350405393e-06
0.4339044,-3.1764083196870343e-06
0.49785510000000005,-3.0549312373447105e-06
0.5730668,-3.0692226587967675e-06
0.6584994000000001,-3.114312647408992e-06
0.7572697,-3.0223046976732157e-06
0.8705572,-2.908250291588945e-06
1.0008025,-2.880442952174523e-06
1.1505234,-2.861997047742223e-06
1.3226901,-2.7906507266948605e-06
1.5206255000000002,-2.844326646799615e-06
1.7478783000000002,-2.6787566517603223e-06
2.0099801,-2.6826341692085413e-06
2.3110683,-2.518116643190925e-06
2.6571873000000004,-2.4148084997488773e-06
3.0549150000000003,-2.4355255215436913e-06
3.5117157000000003,-2.3658409936884343e-06
4.037425300000001,-2.348115199639365e-06
4.6425771000000005,-2.2598185880326053e-06
5.337770900000001,-2.147758333778845e-06
6.136781900000001,-2.152909892674363e-06
7.054917100000001,-2.2600955535646292e-06
8.111885000000001,-2.3727097388824183e-06
9.3264174,-2.1112542766591307e-06
10.722843500000002,-2.056304315107097e-06
12.3288735,-2.269401595440371e-06
14.1751696,-2.079347847370867e-06
16.2981637,-2.007170629727431e-06
18.7385497,-1.8879646647476625e-06
21.5445962,-1.8122976814008344e-06
24.771423400000003,-1.991383594402512e-06
28.480736200000003,-1.7973415426719473e-06
32.7457471,-1.6645088735169717e-06
37.6495715,-1.779117210665291e-06
43.2880837,-1.6465615070423396e-06
49.7709181,-1.5189911829956836e-06
57.224544800000004,-1.5248628522744128e-06
65.79349020000001,-1.5833579726362204e-06
75.6468107,-1.2706084938835345e-06
86.975317,-1.3243398070946695e-06
100.0003276,-1.3974587075469393e-06
114.97613240000001,-1.23670791276476e-06
132.1946207,-1.2800253219720974e-06
151.9918005,-1.1353385280468218e-06
174.75299460000002,-1.2285651261234763e-06
200.92397050000002,-1.2212532360782456e-06
231.0131364,-9.96301830974692e-07
265.6095945,-9.522089182777027e-07
305.38646450000005,-9.77523567903987e-07
351.11948240000004,-9.83782988927562e-07
403.70226010000005,-8.116766073326903e-07
464.15963400000004,-7.103072226147521e-07
533.670213,-7.713504258711385e-07
613.5908826,-7.840908403438717e-07
705.4802694,-6.171360176444981e-07
811.1314781000001,-5.806873536311651e-07
932.6040951000001,-4.6242307146027067e-07
1072.2676848,-4.5793622984158236e-07
1232.8474691000001,-4.839155967447167e-07
1417.4744497000002,-3.988871784157465e-07
1629.7518621000002,-3.35794430222449e-07
1873.8184466,-2.9075983471662574e-07
2154.4353295,-2.905936553974031e-07
2477.0771138,-2.7763166849904645e-07
2848.0364832,-2.0346029902510086e-07
3274.5501611000004,-1.8340799450713665e-07
3764.9367801000003,-1.9974896089606441e-07
4328.762111200001,-2.0296176106745317e-07
4977.024504200001,-2.3813638363352704e-07
5722.3687163,-1.9199392599962684e-07
6579.3329033,-2.3193235571637296e-07
7564.6336441,-2.434541218482478e-07
8697.4901559,-2.423462597201709e-07
10000.0002655,-1.9692391246950154e-07
