v_bl,i_bl,v_sl,i_sl,v_wl,i_wl
-0.8003719337585838,-1.8534675323124603e-07,-0.000518015339722329,1.9604554462480842e-07,0.3992122831835394,-4.4039524292674036e-10
-0.7996138686531823,-1.244143361876814e-07,-0.0007615481541461674,1.494188831295955e-07,0.2992815407388942,1.96988417173325e-10
-0.8000185362577564,-8.918432051522686e-08,-0.0005473125204050262,1.0136195594438772e-07,0.1995796822668648,8.956420479652894e-11
-0.799505835220287,-4.9412070117683206e-08,-0.0005821029224648133,6.795094942513812e-08,0.09922046902548032,7.376902861324501e-10
-0.799932475726467,-3.772412466660589e-08,-0.0004923803066248024,5.587950700123721e-08,-7.306043939862577e-05,8.415336914301933e-10
-0.7993227277069049,-3.8998166113885263e-08,-0.0005912582914290721,5.5593453863221596e-08,-0.10061538085887747,-2.502162173837281e-11
-0.799716408860676,-5.644699463088992e-08,-0.0005985825865987472,6.880910883914332e-08,-0.20106797876109034,-1.4279200499911602e-11
-0.7994728758678783,-8.574994791821466e-08,-0.0006297108410733636,1.0141916657198668e-07,-0.3005903921985864,1.0528013091047325e-09
-0.7995223148964913,-1.6346647620197408e-07,-0.0004685763473198611,1.7556413994348575e-07,-0.4012791983605405,-3.6161748718497236e-10
-0.7995461188732309,-2.8499895165067825e-07,-0.0006315419148666151,3.0297220761194777e-07,-0.5003749720730789,7.88217835593704e-11
-0.7995717539251043,-3.88251701986305e-07,-0.0005290017824771747,4.037201228180872e-07,-0.6011480075369551,1.3253388974776843e-10
-0.7997054224098735,-5.856727332074608e-07,-0.0005619611107457088,5.962338846969963e-07,-0.7012911543081897,8.451144985105489e-10
-0.7996449969304569,-8.634137687133154e-07,-0.00038434695285694,8.950449926594146e-07,-0.8008410338224003,4.1541764900466735e-10
-0.7992384982507489,-1.3397944837811843e-06,-0.0005601300369531234,1.3770445302016953e-06,-0.9011379906232333,3.68867156974375e-10
-0.8003005218283646,-1.8435393934122483e-06,-0.00044111024042974917,1.9067005205359703e-06,-1.0009625309045849,5.335842826173192e-10
-0.8004891225671482,-2.3345438885705794e-06,-0.00034223225562614556,2.3628408544024387e-06,-1.1016073913437954,5.264226684605162e-10
-0.800457994289873,-2.995051289322842e-06,-0.0003092729273582777,3.005087359856379e-06,-1.201016278330874,-3.3655183763029977e-10
-0.7995717539251043,-3.56100265744473e-06,-0.0006022447341839178,3.577765742146987e-06,-1.3013590119262304,8.27210463113982e-10
-0.8003701026834501,-4.479475754716888e-06,-0.0004099819859544666,4.49181993933547e-06,-1.401527793702398,8.021448135593094e-10
-0.799242160401017,-5.132449692998276e-06,-0.0004557588307717639,5.0754255514979366e-06,-1.5010813353601706,8.916649905395386e-10
-0.8000679752863691,-6.097840751393945e-06,-0.0005985825865987472,6.2011590708118345e-06,-1.6016254868514297,3.943290568718376e-11
-0.7984200076659319,-7.15385493186533e-06,-0.0004301237976742373,7.20743679969388e-06,-1.7015653846549799,9.74023553361662e-10
-0.8001998126960043,-8.047068772617583e-06,-0.0005381571514414335,8.029667939582015e-06,-1.8016023292629202,5.83715581727967e-10
-0.7981380220953234,-8.259833694312431e-06,-0.0004868870852463803,8.102096594125463e-06,-1.902027461088419,5.407458967767276e-10
-0.797737016641017,-8.933912406133462e-06,-0.0006699944645129051,8.838626213866652e-06,-2.0013026798354887,2.2563487380705044e-10
