v_bl,i_bl,v_sl,i_sl,v_wl,i_wl
-0.8002748867764913,-1.7980616530551985e-06,-0.0002561717873713053,1.7806082973023883e-06,0.3995510314630127,-6.799130668830962e-11
-0.7995790782256399,-1.196049372664763e-06,-0.0004136441335396372,1.3202343769934511e-06,0.29924491930327507,7.806599710849923e-10
-0.7998134558427685,-1.0179051424719598e-06,-0.00047040742111178026,1.0242265897835068e-06,0.19964376977919746,2.292156808861033e-10
-0.8000624820609682,-6.769051794536053e-07,-0.00038068480527176935,6.942356897783025e-07,0.09933582654767964,3.760287711337833e-10
-0.7995259770467588,-4.509566984347765e-07,-0.0002396921232367052,4.705993464842062e-07,-3.094578843757747e-05,1.6834196053959957e-10
-0.7993593492095814,-3.016168835716504e-07,-0.0004301237976742373,3.3666926726919215e-07,-0.10084792697505633,5.765539675685587e-10
-0.7991286337427199,-1.6706702811816858e-07,-0.0004997046017944775,1.9295617073433972e-07,-0.20096177659779593,8.630185339058131e-10
-0.7997640168141555,-9.272947932502056e-08,-0.00038068480527176935,1.1406271527191881e-07,-0.30057391255255805,4.941954047477379e-10
-0.7992000456729387,-5.24586909698695e-08,-0.0003165972225286189,7.18412721020339e-08,-0.40105946974682766,-7.519254588186673e-10
-0.7991615930951289,-4.1435462795622205e-08,-0.0004374480928439124,6.091404223015383e-08,-0.5002431349048512,-7.5152920847718e-11
-0.7994270989895328,-4.691938032954544e-08,-0.0004008266169902078,6.583415620389334e-08,-0.6012230814799735,8.451144985105489e-10
-0.8001576979679269,-7.733019574490678e-08,-0.00017560454049288867,9.964563711635648e-08,-0.7013204514566848,8.988266046976442e-10
-0.7998006383168317,-1.3504981261712294e-07,-0.00042646165008906667,1.605749555118922e-07,-0.80066525093143,9.131498330151583e-10
-0.799566260699703,-2.5647150185302545e-07,-0.0005949204390135766,2.7139194117592736e-07,-0.901163625628166,9.45377096726634e-10
-0.7995241459716254,-4.273038420005976e-07,-0.0002561717873713053,4.556101620526334e-07,-1.0003564461450944,1.4001395957871881e-09
-0.7995516120986325,-7.246540371731897e-07,-0.00032941473907738224,7.361710798101718e-07,-1.101393155945426,7.985640064802566e-10
-0.7993044169555665,-1.0302578051998873e-06,-0.000267158230126151,1.0428200437539804e-06,-1.2013971412613091,3.796095782128362e-10
-0.8001961505457371,-1.5295712663186842e-06,-0.0003111040011501969,1.5545691076490318e-06,-1.3013681672851354,4.1541764900466735e-10
-0.7993227277069049,-1.8418776002201633e-06,-0.0002506785659928832,1.9136802171033974e-06,-1.401826258402691,3.975136136094031e-10
-0.7990462353616979,-2.7700444911128475e-06,-0.00030377970597985564,2.68814048294432e-06,-1.5010557003552372,-2.0764278277788397e-10
-0.7994179436138634,-3.130875186223583e-06,-0.0007633792279387527,3.1213393551425648e-06,-1.6015833722004684,-1.3960744827327457e-10
-0.7992201874994108,-3.877020329475225e-06,-0.0003495565507964868,3.98859525895306e-06,-1.7016642625311509,5.049378259848965e-10
-0.7985646626015034,-4.915419502110363e-06,-0.0003605429935526648,4.919984276304777e-06,-1.8014430260179788,4.655489481140125e-10
-0.7980849209164429,-5.8182717433767835e-06,-0.00019574635221332546,5.883468455740928e-06,-1.9018809753459438,8.916649905395386e-10
-0.797788286744764,-6.442330480115693e-06,-0.0002598339349564759,6.549857846042711e-06,-2.0012752137587744,9.274730613313697e-10
