v_bl,i_bl,v_sl,i_sl,v_wl,i_wl
-0.8004286970877318,-1.8346338761353747e-07,-0.0007945074824140352,2.0153776487453754e-07,0.3994411671561566,8.8092256930238e-10
-0.7993245587820387,-1.4158619917268198e-07,-0.0005491435941969454,1.676118627068765e-07,0.29949943828082554,-2.5419327480687363e-10
-0.7999031785243255,-8.663623762066811e-08,-0.0005454814466117748,1.1217476456106987e-07,0.19974081658358822,5.47907510936136e-10
-0.7994472408160046,-5.600384977968334e-08,-0.0006425283576227931,7.630370105496092e-08,0.09944019763919383,4.1541764900466735e-10
-0.8002272788230117,-4.0438386880367094e-08,-0.00027997574667558043,6.434667988625795e-08,8.990494910499417e-05,9.02407411776697e-10
-0.8003078461288999,-4.719634586154955e-08,-0.0005161842659290775,6.892353009438287e-08,-0.10067580622764843,7.878215852417953e-10
-0.7996047132775133,-5.511756007720972e-08,-0.0004923803066248024,7.996518122144006e-08,-0.20104600589971872,8.164680418755208e-10
-0.7993721667355179,-9.555452775160356e-08,-0.0006077379555623399,1.1743814230042396e-07,-0.3007002565054432,-5.72488854511511e-11
-0.799383153186321,-1.7609610446190567e-07,-0.0006114001031475105,2.0085123734332923e-07,-0.4011858136997128,1.2962961904894448e-09
-0.7991066608411144,-3.033340698701364e-07,-0.0005344950038555968,3.233391910380517e-07,-0.5000710141574426,7.166016939996204e-11
-0.7998317665941069,-5.14381805266499e-07,-0.0004118130597470519,5.403391015303772e-07,-0.6009227857078996,6.589125303906822e-10
-0.7995479499483646,-7.942277788156655e-07,-0.0006004136603919986,8.223302849779727e-07,-0.7011556549963996,1.4932405798464701e-09
-0.7995845714510411,-1.193944434621451e-06,-0.0006004136603919986,1.2142230840479368e-06,-0.8007293384437634,3.796095782128362e-10
-0.7997933140162967,-1.5846320140835197e-06,-0.0005509746679901969,1.6364375157467234e-06,-0.9010995381158337,2.650237516779344e-10
-0.7998995163740583,-2.0555288116174655e-06,-0.0005418192990266042,2.0953239597380044e-06,-1.0003656015039992,7.627559356871228e-10
-0.7997328885368803,-2.9084718640145683e-06,-0.0004099819859544666,2.8556532005613805e-06,-1.1012466702029509,1.310619418806959e-09
-0.7999141649751289,-3.4621259625149497e-06,-0.0004685763473198611,3.4172899317248894e-06,-1.2015601066498125,3.0083182246976555e-10
-0.7994051260879269,-4.395056660558326e-06,-0.0005528057417821161,4.4612122535686946e-06,-1.3010806890155278,1.228260855986138e-09
-0.7994802001684133,-4.961063421786636e-06,-0.0006919673500245948,4.9400079959652885e-06,-1.401815271972005,1.0599629232628382e-09
-0.7991103229913818,-6.4520242737362805e-06,-0.0005308328562704262,6.433148165735733e-06,-1.5008506203157728,3.044126295488184e-10
-0.798621425930652,-6.719240619025515e-06,-0.0005967515128054957,6.6233162918829815e-06,-1.601350826084289,1.2962961904894448e-09
-0.7981819678985351,-8.327856428975625e-06,-0.0005070288969654849,8.215602479286753e-06,-1.7018162414889686,1.1673871356383318e-09
-0.7982552109038876,-8.940061040944234e-06,-0.0008146492941338059,8.871693956620307e-06,-1.801228790619609,1.418043631183755e-09
-0.797394605590993,-1.0248280034869567e-05,-0.0005930893652209912,1.028485366900391e-05,-1.9019780221503335,1.3213618400441175e-09
-0.797511794399557,-1.087854279952565e-05,-0.0004978735280025584,1.0560894947180944e-05,-2.001242254466718,2.5070052336042037e-10
