t,i_d
0.0106958,-5.833947992488922e-06
0.0123294,-6.0193487196205545e-06
0.0138592,-5.955203502405622e-06
0.0152539,-5.989048690417995e-06
0.017658,-5.797333149156365e-06
0.0206451,-5.9445680259762e-06
0.023681300000000002,-5.7524093398633445e-06
0.0268262,-5.729476593812416e-06
0.0308537,-5.783097120810729e-06
0.0353848,-5.69347107465029e-06
0.041404500000000004,-5.6567454451049524e-06
0.0473876,-5.538038018082811e-06
0.0543936,-5.527180969227766e-06
0.06234990000000001,-5.199475351746194e-06
0.0713241,-5.404651417863807e-06
0.08126040000000001,-5.291150942843565e-06
0.09425040000000001,-5.273868293645742e-06
0.10817210000000001,-5.305553150508404e-06
0.12413560000000001,-5.375625430108487e-06
0.1427644,-5.327211855112072e-06
0.1632739,-5.183078992250845e-06
0.18818810000000002,-5.088024421662862e-06
0.21607220000000002,-5.313474364724063e-06
0.24796010000000002,-5.205291627918541e-06
0.28491130000000003,-4.9657164427245264e-06
0.3281468,-5.045094764200371e-06
0.3765723,-5.13726889325537e-06
0.43344600000000005,-5.011249576187978e-06
0.4982823,-5.153942218282722e-06
0.5726575,-5.04370993654029e-06
0.6588842,-5.0001709549073284e-06
0.7575099000000001,-4.921734316240338e-06
0.8704518000000001,-4.972142043067304e-06
1.000211,-4.9009065082327226e-06
1.149998,-4.853379222938762e-06
1.3230045000000001,-4.81842617279829e-06
1.5206615,-4.761592845628589e-06
1.7480633,-4.976185739834725e-06
2.0093943000000003,-4.866175030517896e-06
2.3106305000000003,-4.501189852426957e-06
2.6569214000000003,-4.427627807123441e-06
3.0547639,-4.427295448485016e-06
3.511832,-4.43089600040123e-06
4.0372211,-4.124128977140075e-06
4.6422589,-4.28787099966806e-06
5.3377303000000005,-4.098758934407391e-06
6.136479400000001,-4.07765416086775e-06
7.0558757000000005,-3.8749153914319135e-06
8.1119226,-3.887988164543052e-06
9.3262666,-3.816918809027714e-06
10.7233303,-3.597562107670865e-06
12.328679600000001,-3.385960441210494e-06
14.1754087,-3.480405687628007e-06
16.2975673,-3.2427138680517205e-06
18.7384254,-3.2856989186206327e-06
21.5449938,-3.1251696962640366e-06
24.7716457,-2.879113517620843e-06
28.480753900000003,-2.7422925448048266e-06
32.7457372,-2.6200953520792922e-06
37.6502068,-2.4770149582397213e-06
43.2885247,-2.697645701043829e-06
49.770649000000006,-2.3031913903463434e-06
57.224667600000004,-2.574673004828623e-06
65.7941773,-2.2746639405486707e-06
75.64727570000001,-1.9471798954927214e-06
86.9755938,-1.91483032135323e-06
100.0000964,-1.7145288485991107e-06
114.97601900000001,-1.6667799908795062e-06
132.19443080000002,-1.5225363418054773e-06
151.9917249,-1.5691219442906042e-06
174.7536076,-1.4035519492513118e-06
200.92407680000002,-1.4259861573446324e-06
231.01348950000002,-1.3862139069470887e-06
265.60950640000004,-1.235710836849485e-06
305.3862371,-1.2576465069851778e-06
351.1197556,-1.0977820019054318e-06
403.7027655,-9.749200919030274e-07
464.15977840000005,-9.497716215959659e-07
533.6707576,-8.51393464623813e-07
613.5911074,-7.254849337692424e-07
705.4803507,-7.630968530170331e-07
811.1312656,-6.663250961305846e-07
932.6041991000001,-5.594164007723223e-07
1072.2679976000002,-4.518429881372299e-07
1232.8471944,-4.713413615911859e-07
1417.4751027,-3.626600868280167e-07
1629.7516285000002,-4.4691300166735524e-07
1873.8176352,-3.8343250172923185e-07
2154.4352073,-3.818814947499484e-07
2477.0768191,-2.810660410960385e-07
2848.0362858000003,-3.073223735311769e-07
3274.5499470000004,-3.5556976920840913e-07
3764.9361303,-3.454882238430161e-07
4328.7618866,-3.0466350442381657e-07
4977.0239624000005,-2.905382622910023e-07
5722.3681752,-2.892088277373221e-07
6579.3324554,-2.8765782075803864e-07
7564.634355900001,-3.2122604323838786e-07
8697.490489900001,-2.800689651807834e-07
10000.0004109,-3.0222620774207956e-07
