t,i_d
0.0108243,-6.23506224880875e-07
0.0124781,-6.838847108604111e-07
0.014250200000000001,-6.810042693274475e-07
0.0158371,-6.957388356307111e-07
0.0178933,-7.017212911222618e-07
0.020896900000000003,-6.782346140072653e-07
0.0238783,-6.998379255045534e-07
0.0268672,-6.900333456711645e-07
0.031122,-7.022198290798895e-07
0.0360863,-7.394439965828744e-07
0.041094500000000006,-7.188931541072423e-07
0.047010800000000005,-7.100856501891488e-07
0.054038800000000005,-6.964589460139419e-07
0.0615626,-7.580006872279559e-07
0.0715973,-7.629306736978306e-07
0.0815802,-7.740646880848996e-07
0.0935397,-7.401087138597043e-07
0.1075155,-7.941169926028639e-07
0.1234142,-7.123013744452623e-07
0.1420043,-7.057095947833023e-07
0.1635154,-7.22493706023477e-07
0.18803350000000002,-6.82887634945156e-07
0.2160243,-6.968466977587678e-07
0.24828640000000002,-7.3783759649717e-07
0.2848891,-7.007796083133874e-07
0.32775380000000004,-7.346801894321819e-07
0.3773191,-7.358988377730605e-07
0.4338341,-7.07260601762586e-07
0.49823350000000005,-6.882607662662776e-07
0.5723697,-6.70036434259601e-07
0.6584575,-7.004472496749824e-07
0.7571429000000001,-6.605088199582364e-07
0.8699546,-6.744124896654675e-07
1.0008716,-6.574621991060501e-07
1.150381,-6.800625865185931e-07
1.3222347,-6.386839360353652e-07
1.520585,-6.258327353498102e-07
1.7479291000000001,-6.025676306604573e-07
2.0100687,-6.25223411179381e-07
2.3109859,-6.168590521124941e-07
2.6569148,-6.236724042000975e-07
3.0543098000000004,-5.466205931931681e-07
3.5122129,-5.714367048618449e-07
4.0377457,-5.667836839239743e-07
4.6418939,-5.552065246856784e-07
5.3371069,-5.568683178777838e-07
6.136083800000001,-5.172622467994627e-07
7.055031700000001,-5.036909357306566e-07
8.1120944,-5.331600683372041e-07
9.327068200000001,-5.419675722553176e-07
10.722906100000001,-5.568683178777838e-07
12.328732500000001,-5.732646773731325e-07
14.175582200000001,-6.128707484514535e-07
16.297608,-5.586408972826907e-07
18.7392089,-6.055034652998216e-07
21.5452163,-6.322583356925877e-07
24.771012600000002,-6.523660333169729e-07
28.481282200000003,-6.654388064281312e-07
32.7464285,-6.495409848903899e-07
37.6501363,-7.202779817673434e-07
43.287748400000005,-6.76960572560006e-07
49.7703938,-7.3257525138885e-07
57.2244387,-8.398716984919381e-07
65.79384610000001,-7.727906466376202e-07
75.6464864,-7.68746949870179e-07
86.9757158,-7.737323294464544e-07
100.0007327,-8.070235863948197e-07
114.97599530000001,-8.712241967161538e-07
132.1943544,-9.373635657616375e-07
151.99170320000002,-9.94529251569785e-07
174.7532777,-1.0195115425576442e-06
200.9241786,-1.083545973559796e-06
231.01315430000002,-1.2938735985729074e-06
265.608996,-1.318689710241544e-06
305.3861238,-1.2369848782967643e-06
351.11927280000003,-1.4452075652665439e-06
403.7024521,-1.7138087382158597e-06
464.1596931,-1.6233517954593874e-06
533.6701574,-1.681348377863547e-06
613.5916009,-1.737738560182063e-06
705.4808915000001,-1.9275707358259836e-06
811.1314395,-2.264360822757674e-06
932.6038335000001,-2.4905308762021066e-06
1072.2677733,-2.2784860648905083e-06
1232.8472803,-2.2430344767924303e-06
1417.4746759000002,-2.5158455258283906e-06
1629.7514873,-2.6111770619483773e-06
1873.8183941000002,-2.7270594405439357e-06
2154.4355631000003,-2.901270760182139e-06
2477.0769944000003,-3.0622985204963626e-06
2848.0360051000002,-3.232355357154303e-06
3274.5498515000004,-3.3880653792538262e-06
3764.9368979,-3.467665273155274e-06
4328.761972400001,-3.3916659311700404e-06
4977.0240656000005,-3.631296509470437e-06
5722.367953800001,-3.861898011427136e-06
6579.332918100001,-3.886215585138165e-06
7564.634049400001,-4.304544324695433e-06
8697.4906293,-3.897128027099611e-06
10000.0010439,-4.467455450627366e-06
