t,i_d
0.010608000000000001,-6.152292174988353e-06
0.0121507,-6.319579356326131e-06
0.0137283,-6.122269111317776e-06
0.015291,-6.333483026033341e-06
0.0183093,-6.292824485933365e-06
0.0204287,-6.4296454587493605e-06
0.0234964,-6.197936094664605e-06
0.0274305,-6.037019120563202e-06
0.0314709,-6.085820447304443e-06
0.035466700000000004,-6.051642900653645e-06
0.040481,-6.1427091675805864e-06
0.0474095,-5.8805889880804295e-06
0.0543985,-6.031922954774106e-06
0.06239480000000001,-6.024943423367279e-06
0.0714014,-5.724380428023298e-06
0.0813788,-5.803980321924767e-06
0.0942901,-5.682226274050439e-06
0.10725040000000001,-5.715351351679581e-06
0.12421230000000001,-5.725045145300128e-06
0.14220460000000001,-5.7635987473568135e-06
0.1631003,-5.584900586099942e-06
0.1880901,-5.538536556040439e-06
0.21566210000000002,-5.500370705728599e-06
0.24857920000000003,-5.488904332703125e-06
0.28552500000000003,-5.502531036878332e-06
0.3281258,-5.446750178730266e-06
0.37699750000000004,-5.179256867909006e-06
0.43349380000000004,-5.333582062348428e-06
0.49830220000000003,-5.2779673835195845e-06
0.5730991000000001,-5.2173673251144445e-06
0.6584503,-5.216093283667166e-06
0.7571646000000001,-5.05489934403374e-06
0.8704903,-4.979010788261308e-06
1.0006848000000002,-5.065424034250359e-06
1.1505796000000001,-4.759432514478856e-06
1.3225849,-4.975244057025871e-06
1.5208145000000002,-4.641279018520743e-06
1.7478116000000001,-4.49088673463592e-06
2.0098021,-4.670249613169623e-06
2.3104536,-4.744753341281993e-06
2.6568013,-4.441309904405049e-06
3.0539761000000003,-4.4243596138456306e-06
3.5119604000000004,-4.336561540196519e-06
4.037732200000001,-4.292745593031534e-06
4.6418872,-4.079205167847054e-06
5.3367733,-4.171600869327656e-06
6.1361892000000005,-4.2145305267901674e-06
7.0553493000000005,-4.249317397611415e-06
8.1121137,-4.09410591346952e-06
9.3270772,-4.169329751965142e-06
10.723160700000001,-4.0649691395014384e-06
12.329449,-3.891311750927262e-06
14.174948500000001,-4.251422335654727e-06
16.2985453,-4.089674464957273e-06
18.7385275,-3.985978569770399e-06
21.544918900000003,-3.694223078344532e-06
24.7715265,-3.7627443509653517e-06
28.4804789,-3.5299271247525185e-06
32.7459597,-3.495804971208121e-06
37.6502573,-3.165495877725609e-06
43.2885982,-3.0930970876565503e-06
49.770533500000006,-2.9114076986539327e-06
57.224280900000004,-2.821560080067869e-06
65.79372020000001,-2.7114939776446394e-06
75.6469627,-2.5484720654998854e-06
86.97534730000001,-2.3882752017817345e-06
100.0005256,-2.1048286763163532e-06
114.97678590000001,-2.020963513221841e-06
132.19449840000001,-1.8973814928362056e-06
151.9912294,-1.7962890736502915e-06
174.7529153,-1.6337656994631853e-06
200.9237328,-1.5277986869137771e-06
231.01349240000002,-1.3112670339835116e-06
265.6092901,-1.3869894104367403e-06
305.3865219,-1.3580188157878407e-06
351.1196299,-1.1596561017578507e-06
403.7026038,-1.084210690836626e-06
464.15941130000004,-1.1225981135740682e-06
533.6702216,-8.903348184252839e-07
613.591638,-9.200255234574143e-07
705.4804844,-7.72236715573592e-07
811.1315199000001,-7.369513067947165e-07
932.6043224000001,-5.930954094654934e-07
1072.2675149000002,-5.657312149022982e-07
1232.8469077,-5.367052271469977e-07
1417.4744361,-4.730585478896719e-07
1629.7515827000002,-5.370929788918236e-07
1873.8182256,-4.5959802303368765e-07
2154.4357043,-5.326061372731756e-07
2477.0774810000003,-4.676300234621696e-07
2848.0360097000002,-4.7566202389063147e-07
3274.5499566000003,-4.5666218839430306e-07
3764.9360514000005,-5.360959029765685e-07
4328.7621488,-3.6398952138169684e-07
4977.0242887,-4.730031547832711e-07
5722.368230200001,-2.1271094779444123e-07
6579.3323748,-2.0506669911078517e-07
7564.633974400001,-3.3751161652093495e-07
8697.4905583,-3.715229838525311e-07
10000.0003037,-4.065868202057832e-07
