v_bl,i_bl,v_sl,i_sl,v_wl,i_wl
-0.8002272788230117,-8.266327460615572e-07,-0.0004209684287106446,8.782822787721908e-07,0.3992727085523104,5.765539675685587e-10
-0.799456396191674,-4.434232359639422e-07,-0.00038068480527176935,4.546375813834095e-07,0.19940756151945754,-3.934485005458419e-11
-0.7994490718911383,-1.740465595249745e-07,-0.0004795627900760391,1.8054146454482424e-07,-8.770901364614965e-05,6.449855524185635e-11
-0.799767678964423,-6.53652847618052e-08,-0.0003458944032113162,8.133823628387754e-08,-0.20118150521150813,6.947206011825134e-10
-0.7994454097408705,-3.0910772579002465e-08,-0.0005106910445513216,4.523833026735194e-08,-0.40110524654135105,6.09177481628035e-11
-0.799514990595956,-5.650238773731089e-08,-0.0002506785659928832,6.989611076358601e-08,-0.6012523786284686,-9.452890410940343e-10
-0.7998152869179023,-1.7532060097225384e-07,-0.0004795627900760391,1.9232685383068873e-07,-0.8008831484733617,1.3965587887081351e-09
