v_bl,i_bl,v_sl,i_sl,v_wl,i_wl
-0.8002474206494838,-1.1213794652331898e-06,-0.0005454814466117748,1.12966577645299e-06,0.39950525466848924,4.333216844012342e-10
-0.799840921969776,-8.265219598487354e-07,-0.00035138762458907213,8.536244982759776e-07,0.19985251196222517,1.7948063212866685e-11
-0.7999983944312843,-7.732891845952479e-07,-0.0004813938638686244,7.768478360348014e-07,-4.3763290903578e-05,2.721853658360401e-10
-0.7999233203507976,-6.65494199534532e-07,-0.00038434695285694,6.952082704475264e-07,-0.2009947358898527,-3.1506699515337736e-10
-0.7996358415547882,-6.696486825147752e-07,-0.00034406332941806474,6.833084599064224e-07,-0.401255394427388,1.1172558365289866e-09
-0.7999398000270019,-6.245586939025308e-07,-0.0005894272176358207,6.213493502140429e-07,-0.6009941975073564,9.59700325044148e-10
-0.8000716374366372,-6.279376733931422e-07,-0.0003349079604551382,6.361096921352199e-07,-0.8007403248744485,-2.6493569604533484e-10
