v_bl,i_bl,v_sl,i_sl,v_wl,i_wl
-0.8003078461288999,-6.20416983776148e-08,-0.0005253396348926702,8.122381502867961e-08,0.39946314001752753,-2.2912762525350372e-10
-0.7995625985494352,-4.403893879658176e-08,-0.00036969836251559134,6.526204992788293e-08,0.2992906960977978,3.366398932615967e-10
-0.8000551577604329,-3.207402781348019e-08,-0.00031293507494344834,5.055891863428417e-08,0.19947531117535258,3.0799343662787127e-10
-0.7995809093007736,-2.686707581158122e-08,-0.00042646165008906667,4.64969640745915e-08,0.09912708436465259,1.0030662603499016e-10
-0.799298923730165,-3.2794138196731184e-08,-0.0004649141997340243,5.198918432434142e-08,-4.193221912205465e-05,-2.2196601109409538e-10
-0.7992568090020873,-4.996600118173173e-08,-0.00038068480527176935,6.94956363703933e-08,-0.10070327230436261,-5.800467190163146e-10
-0.7998647259465156,-8.973825157923508e-08,-0.0004374480928439124,1.0702580807693452e-07,-0.2010331883972527,9.238922542523168e-10
-0.799300754805299,-1.7321566292894199e-07,-0.00032941473907738224,1.986200228668657e-07,-0.3004493996714544,-3.5445587302556404e-10
-0.7992458225512845,-2.9580060739930205e-07,-0.0005198464135142481,3.132701205801976e-07,-0.40091481507613325,8.952457976185914e-10
-0.8003060150537662,-5.264021093560014e-07,-0.000474069568697617,5.417693672204136e-07,-0.5003163777760887,5.375613400469782e-11
-0.7992458225512845,-8.123967177159212e-07,-0.0006352040624517857,8.202134917567072e-07,-0.600968562502423,-5.728851048569063e-10
-0.7997420439125493,-1.2001484625386052e-06,-0.00024518534461446113,1.175491489161755e-06,-0.7014303157635409,3.8677119237094187e-10
-0.7995497810234987,-1.3295467590965887e-06,-0.00035321869838165744,1.4170347588951375e-06,-0.8007275073719822,-3.1148618807432453e-10
-0.7995937268267098,-1.9522760612818187e-06,-0.0005033667493803143,1.99846636720874e-06,-0.9013778610265356,2.5070052336042037e-10
-0.8000698063615035,-2.7631757459188635e-06,-0.00046125205215018597,2.746609744352976e-06,-1.0005084251029117,-3.1148618807432453e-10
-0.7998738813221843,-3.1328139449476927e-06,-0.0002873000418459217,3.1196230363144918e-06,-1.1011954001930846,1.790843817767581e-10
-0.799767678964423,-4.552262296530732e-06,-0.00045209668318592713,4.412011113831425e-06,-1.2014374248404893,7.01882215340619e-10
-0.7993190655566371,-5.056117992374618e-06,-0.0005106910445513216,5.177775364276973e-06,-1.301384646931164,1.3969550390587414e-10
-0.7990407421362964,-6.1134616073996625e-06,-0.00035138762458907213,6.173984022701143e-06,-1.4015314558459597,-1.145417987172993e-10
-0.7992000456729387,-6.6551507949169626e-06,-0.0005198464135142481,6.5919076573297996e-06,-1.501044713924552,4.3013712767539274e-11
-0.7991890592221359,-7.301588346642772e-06,-0.0004301237976742373,7.3381630837632075e-06,-1.6018342290344567,5.085186330639494e-10
-0.7983339471346421,-8.23263567906844e-06,-0.0005271707086852555,8.116971357301858e-06,-1.7016349653826557,1.428786052419611e-09
-0.7981709814477324,-8.88317232066811e-06,-0.00043195487146615647,8.954820998525197e-06,-1.8015730321144252,7.524097648031756e-11
-0.7984291630416009,-8.921615136511954e-06,-0.00033857010804097494,9.018896901438843e-06,-1.9019835153656763,1.6834196053959957e-10
-0.7979842117840825,-9.41040390741415e-06,-0.0005253396348926702,9.644495114260755e-06,-2.0014326859319356,7.054630224196719e-10
